"","outcome","exposure","nsnp","b","se","pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sex","population"
"855","Obesity class 1","NPC1L1 inhibitor",1,0.204123711340206,0.371134020618557,0.582319373576693,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds","Males and females","European"
"856","Obesity class 1","NPC1L1 inhibitor",1,0.204123711340206,0.371706552899234,0.582900561524657,23563607,2013,"Berndt SI","GIANT","Anthropometric",32858,65839,98697,"log odds","Males and females","European"
"857","Obesity class 2","NPC1L1 inhibitor",1,-0.412371134020619,0.558257807768796,0.460104317898612,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds","Males and females","European"
"858","Obesity class 2","NPC1L1 inhibitor",1,-0.412371134020619,0.556701030927835,0.458850651929467,23563607,2013,"Berndt SI","GIANT","Anthropometric",9889,62657,72546,"log odds","Males and females","European"
"859","Obesity class 3","NPC1L1 inhibitor",1,0.783505154639175,1.11621242616305,0.482721608420598,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds","Males and females","European"
"860","Obesity class 3","NPC1L1 inhibitor",1,0.783505154639175,1.11340206185567,0.481617313358525,23563607,2013,"Berndt SI","GIANT","Anthropometric",2896,47468,50364,"log odds","Males and females","European"
"861","Overweight","NPC1L1 inhibitor",1,-0.0824742268041237,0.268170718903521,0.758429532657873,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds","Males and females","European"
"862","Overweight","NPC1L1 inhibitor",1,-0.0824742268041237,0.268041237113402,0.75831647352629,23563607,2013,"Berndt SI","GIANT","Anthropometric",93015,65840,158855,"log odds","Males and females","European"
"863","Sitting height ratio","NPC1L1 inhibitor",1,-0.0969072164948454,0.268041237113402,0.71769695838687,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD","Males and females","European"
"864","Sitting height ratio","NPC1L1 inhibitor",1,-0.0969072164948454,0.26821998648625,0.717877045874862,25865494,2015,"Chan",NA,"Anthropometric",NA,NA,21590,"SD","Males and females","European"
"865","Waist circumference","NPC1L1 inhibitor",1,0.0288659793814433,0.0887077458596567,0.744874270334821,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"866","Waist circumference","NPC1L1 inhibitor",1,0.0288659793814433,0.088659793814433,0.744741090227158,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD (cm)","Males and females","Mixed"
"867","Waist-to-hip ratio","NPC1L1 inhibitor",1,-0.022680412371134,0.0886893999250551,0.798160441957776,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD","Males and females","Mixed"
"868","Waist-to-hip ratio","NPC1L1 inhibitor",1,-0.022680412371134,0.088659793814433,0.798094499004888,25673412,2015,"Shungin D","GIANT","Anthropometric",NA,NA,224459,"SD","Males and females","Mixed"
"869","Weight","NPC1L1 inhibitor",1,-0.0577319587628866,0.191752577319588,0.763357099203955,23754948,2013,"Randall JC","GIANT","Anthropometric",NA,NA,60586,"SD (kg)","Males","European"
"870","Weight","NPC1L1 inhibitor",1,-0.0577319587628866,0.191841266295443,0.763463236556957,23754948,2013,"Randall JC","GIANT","Anthropometric",NA,NA,60586,"SD (kg)","Males","European"
"871","Crohn's disease","NPC1L1 inhibitor",1,-0.81443200282268,0.640359999680205,0.203431893305979,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",5956,14927,20883,"log odds","Males and females","European"
"872","Crohn's disease","NPC1L1 inhibitor",1,-0.81443200282268,0.635051546391753,0.199679232143623,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",5956,14927,20883,"log odds","Males and females","European"
"873","Eczema","NPC1L1 inhibitor",1,0.43698999643299,0.477202595026236,0.359807136364805,26482879,2014,"Paternoster","EAGLE","Autoimmune / inflammatory",10788,30047,40835,"log odds","Males and females","European"
"874","Eczema","NPC1L1 inhibitor",1,0.43698999643299,0.475155909072165,0.357741536263903,26482879,2014,"Paternoster","EAGLE","Autoimmune / inflammatory",10788,30047,40835,"log odds","Males and females","European"
"875","Gout","NPC1L1 inhibitor",1,-0.989690721649485,1.03092783505155,0.337055214933676,23263486,2013,"Köttgen","GUGC","Autoimmune / inflammatory",2115,67259,69374,"log odds","Males and females","European"
"876","Gout","NPC1L1 inhibitor",1,-0.989690721649485,1.03576545393859,0.339316692031075,23263486,2013,"Köttgen","GUGC","Autoimmune / inflammatory",2115,67259,69374,"log odds","Males and females","European"
"877","Inflammatory bowel disease","NPC1L1 inhibitor",1,-0.325860444226804,0.470103092783505,0.48820409603651,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",12882,21770,34652,"log odds","Males and females","European"
"878","Inflammatory bowel disease","NPC1L1 inhibitor",1,-0.325860444226804,0.471254469274206,0.489267405982209,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",12882,21770,34652,"log odds","Males and females","European"
"879","Rheumatoid arthritis","NPC1L1 inhibitor",1,0.609459840030928,0.413348429389699,0.14036161084261,24390342,2014,"Okada Y",NA,"Autoimmune / inflammatory",19234,61565,80799,"log odds","Males and females","Mixed"
"880","Rheumatoid arthritis","NPC1L1 inhibitor",1,0.609459840030928,0.408736504983505,0.135939842462586,24390342,2014,"Okada Y",NA,"Autoimmune / inflammatory",19234,61565,80799,"log odds","Males and females","Mixed"
"881","Systemic lupus erythematosus","NPC1L1 inhibitor",1,-0.205161460890103,0.835247704969742,0.805969065152222,26502338,2015,"Bentham",NA,"Autoimmune / inflammatory",7219,15991,23210,"log odds","Males and females","European"
"882","Systemic lupus erythematosus","NPC1L1 inhibitor",1,-0.205161460890103,0.834990474837113,0.805910484323676,26502338,2015,"Bentham",NA,"Autoimmune / inflammatory",7219,15991,23210,"log odds","Males and females","European"
"883","Ulcerative colitis","NPC1L1 inhibitor",1,-0.0824326038618557,0.595876288659794,0.889972936674686,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",6968,20464,27432,"log odds","Males and females","European"
"884","Ulcerative colitis","NPC1L1 inhibitor",1,-0.0824326038618557,0.595934485500973,0.889983613167571,26192919,2015,"Liu","IIBDGC","Autoimmune / inflammatory",6968,20464,27432,"log odds","Males and females","European"
"885","Age of smoking initiation","NPC1L1 inhibitor",1,0.0536082474226804,0.10529402728335,0.610661775061147,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,47961,"log years","Males and females","European"
"886","Age of smoking initiation","NPC1L1 inhibitor",1,0.0536082474226804,0.105154639175258,0.610188838027009,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,47961,"log years","Males and females","European"
"887","Cigarettes smoked per day","NPC1L1 inhibitor",1,8.62474226804124,4.76083376845261,0.0700475113597576,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,68028,"Cigarettes per day","Males and females","European"
"888","Cigarettes smoked per day","NPC1L1 inhibitor",1,8.62474226804124,4.68041237113402,0.06536825496792,20418890,2010,"Furberg","TAG","Behavioural",NA,NA,68028,"Cigarettes per day","Males and females","European"
"889","Ever vs never smoked","NPC1L1 inhibitor",1,-0.276288659793814,0.691285448779842,0.689396815764396,20418890,2010,"Furberg","TAG","Behavioural",41969,32066,74035,"log odds","Males and females","European"
"890","Ever vs never smoked","NPC1L1 inhibitor",1,-0.276288659793814,0.690721649484536,0.689156516779352,20418890,2010,"Furberg","TAG","Behavioural",41969,32066,74035,"log odds","Males and females","European"
"891","Former vs current smoker","NPC1L1 inhibitor",1,-1.08865979381443,0.962886597938144,0.258214651143096,20418890,2010,"Furberg","TAG","Behavioural",23554,18415,41969,"log odds","Males and females","European"
"892","Former vs current smoker","NPC1L1 inhibitor",1,-1.08865979381443,0.969148094266323,0.261303208725201,20418890,2010,"Furberg","TAG","Behavioural",23554,18415,41969,"log odds","Males and females","European"
"893","Paget's disease","NPC1L1 inhibitor",1,3.26919587628866,2.06371134020619,0.113163165112157,21623375,2011,"Albagha OM",NA,"Bone",741,2699,3440,"log odds","Males and females","European"
"894","Paget's disease","NPC1L1 inhibitor",1,3.26919587628866,2.08997509767133,0.117764223750175,21623375,2011,"Albagha OM",NA,"Bone",741,2699,3440,"log odds","Males and females","European"
"895","Lung adenocarcinoma","NPC1L1 inhibitor",1,-0.268186401880412,0.771670103092783,0.728185503689853,24880342,2014,"Wang Y","ILCCO","Cancer",3442,14894,18336,"log odds","Males and females","European"
"896","Lung adenocarcinoma","NPC1L1 inhibitor",1,-0.268186401880412,0.77214564273201,0.728346279546204,24880342,2014,"Wang Y","ILCCO","Cancer",3442,14894,18336,"log odds","Males and females","European"
"897","Lung cancer","NPC1L1 inhibitor",1,0.0762645825492783,0.490699672487217,0.876490154644097,24880342,2014,"Wang Y","ILCCO","Cancer",11348,15861,27209,"log odds","Males and females","European"
"898","Lung cancer","NPC1L1 inhibitor",1,0.0762645825492783,0.490639175257732,0.876475047772779,24880342,2014,"Wang Y","ILCCO","Cancer",11348,15861,27209,"log odds","Males and females","European"
"899","Small cell lung carcinoma","NPC1L1 inhibitor",1,-1.16214979905361,0.7764952961253,0.134481632295033,NA,NA,NA,"TRICL","Cancer",2791,20580,23371,NA,"Males and females","European"
"900","Small cell lung carcinoma","NPC1L1 inhibitor",1,-1.16214979905361,0.767567010309278,0.13000821347182,NA,NA,NA,"TRICL","Cancer",2791,20580,23371,NA,"Males and females","European"
"901","Squamous cell lung cancer","NPC1L1 inhibitor",1,0.00668149483175258,0.752948453608247,0.992919845203376,24880342,2014,"Wang Y","ILCCO","Cancer",3275,15038,18313,"log odds","Males and females","European"
"902","Squamous cell lung cancer","NPC1L1 inhibitor",1,0.00668149483175258,0.752948756202467,0.992919848048666,24880342,2014,"Wang Y","ILCCO","Cancer",3275,15038,18313,"log odds","Males and females","European"
"903","Coronary heart disease","NPC1L1 inhibitor",1,-0.425814432989691,0.250651450064211,0.0893510463155624,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",60801,123504,184305,"log odds","Males and females","Mixed"
"904","Coronary heart disease","NPC1L1 inhibitor",1,-0.425814432989691,0.246931958762887,0.0846320315890559,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",60801,123504,184305,"log odds","Males and females","Mixed"
"905","Myocardial infarction","NPC1L1 inhibitor",1,-0.0847410309278351,0.281317649470535,0.763239886362229,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",43676,128199,171875,"log odds","Males and females","Mixed"
"906","Myocardial infarction","NPC1L1 inhibitor",1,-0.0847410309278351,0.281187341857732,0.763133448041991,26343387,2015,"Nikpay","CARDIoGRAMplusC4D","Cardiovascular",43676,128199,171875,"log odds","Males and females","Mixed"
"907","Type 2 diabetes","NPC1L1 inhibitor",1,1.00598276637938,0.460338689838155,0.028866120843825,24509480,2014,"Mahajan A","DIAGRAM","Diabetes",26488,83964,110452,"log odds","Males and females","Mixed"
"908","Type 2 diabetes","NPC1L1 inhibitor",1,1.00598276637938,0.44897879734433,0.0250518706500625,24509480,2014,"Mahajan A","DIAGRAM","Diabetes",26488,83964,110452,"log odds","Males and females","Mixed"
"909","College completion","NPC1L1 inhibitor",1,-0.500880259154639,0.252544625383761,0.0473301706268396,23722424,2013,"Rietveld CA","SSGAC","Education",20044,75383,95427,"log odds","Males and females","European"
"910","College completion","NPC1L1 inhibitor",1,-0.500880259154639,0.247422680412371,0.0429299321753035,23722424,2013,"Rietveld CA","SSGAC","Education",20044,75383,95427,"log odds","Males and females","European"
"911","Years of schooling","NPC1L1 inhibitor",1,-0.0412371134020619,0.0619958171563995,0.505948412718485,27225129,2016,"Okbay","SSGAC","Education",NA,NA,293723,"SD (years)","Males and females","European"
"912","Years of schooling","NPC1L1 inhibitor",1,-0.0412371134020619,0.0618556701030928,0.504985075093846,27225129,2016,"Okbay","SSGAC","Education",NA,NA,293723,"SD (years)","Males and females","European"
"913","2hr glucose","NPC1L1 inhibitor",1,0.177319587628866,0.536381727771541,0.740958211599202,20081857,2010,"Saxena R","MAGIC","Glycemic",NA,NA,15234,"mmol/L","Males and females","European"
"914","2hr glucose","NPC1L1 inhibitor",1,0.177319587628866,0.536082474226804,0.740818804131443,20081857,2010,"Saxena R","MAGIC","Glycemic",NA,NA,15234,"mmol/L","Males and females","European"
"915","AUCins","NPC1L1 inhibitor",1,-0.179381443298969,0.577319587628866,0.756017836028758,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4324,"SD (mU*min/l)","Males and females","European"
"916","AUCins","NPC1L1 inhibitor",1,-0.179381443298969,0.577603975106294,0.756134148898935,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4324,"SD (mU*min/l)","Males and females","European"
"917","AUCins/AUCglu","NPC1L1 inhibitor",1,-0.197938144329897,0.577319587628866,0.731705934672859,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4213,"SD","Males and females","European"
"918","AUCins/AUCglu","NPC1L1 inhibitor",1,-0.197938144329897,0.577665838733351,0.731860551644362,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4213,"SD","Males and females","European"
"919","Corrected insulin response","NPC1L1 inhibitor",1,-0.989690721649485,0.565609328357188,0.0801566398063246,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5318,"SD","Males and females","European"
"920","Corrected insulin response","NPC1L1 inhibitor",1,-0.989690721649485,0.556701030927835,0.0754403596268005,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5318,"SD","Males and females","European"
"921","Fasting glucose","NPC1L1 inhibitor",1,-0.00206185567010309,0.0206185567010309,0.920344325445942,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,58074,"mmol/L","Males and females","European"
"922","Fasting glucose","NPC1L1 inhibitor",1,-0.00206185567010309,0.0206196089678271,0.920348376930067,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,58074,"mmol/L","Males and females","European"
"923","Fasting insulin","NPC1L1 inhibitor",1,-0.0206185567010309,0.0185567010309278,0.266520525805011,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,51750,"log pmol/L","Males and females","European"
"924","Fasting insulin","NPC1L1 inhibitor",1,-0.0206185567010309,0.0186732565022282,0.269516913865745,22581228,2012,"Manning AK","MAGIC","Glycemic",NA,NA,51750,"log pmol/L","Males and females","European"
"925","Fasting proinsulin","NPC1L1 inhibitor",1,0.088659793814433,0.22680412371134,0.695864434022019,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,10701,"log pmol/L","Males and females","European"
"926","Fasting proinsulin","NPC1L1 inhibitor",1,0.088659793814433,0.226980935787527,0.696089537374607,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,10701,"log pmol/L","Males and females","European"
"927","HbA1C","NPC1L1 inhibitor",1,0.222680412371134,0.101030927835052,0.027518603622956,20858683,2010,"Soranzo N","MAGIC","Glycemic",NA,NA,46368,"%","Males and females","European"
"928","HbA1C","NPC1L1 inhibitor",1,0.222680412371134,0.103505510844566,0.031445664965837,20858683,2010,"Soranzo N","MAGIC","Glycemic",NA,NA,46368,"%","Males and females","European"
"929","HOMA-B","NPC1L1 inhibitor",1,-0.179381443298969,0.0969072164948454,0.0641603708840794,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
"930","HOMA-B","NPC1L1 inhibitor",1,-0.179381443298969,0.0985872933364475,0.0688323023820236,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
"931","HOMA-IR","NPC1L1 inhibitor",1,-0.14020618556701,0.122471420643778,0.252288959669986,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
"932","HOMA-IR","NPC1L1 inhibitor",1,-0.14020618556701,0.121649484536082,0.249098268106654,20081858,2011,"Dupuis J","MAGIC","Glycemic",NA,NA,46186,"log HOMA","Males and females","European"
"933","Incremental insulin at 30 minutes","NPC1L1 inhibitor",1,-0.350515463917526,0.577319587628866,0.543756110575491,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4447,"SD","Males and females","European"
"934","Incremental insulin at 30 minutes","NPC1L1 inhibitor",1,-0.350515463917526,0.578404685256162,0.544512199187069,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4447,"SD","Males and females","European"
"935","Insulin at 30 minutes","NPC1L1 inhibitor",1,-0.288659793814433,0.577319587628866,0.617075077451974,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4409,"SD","Males and females","European"
"936","Insulin at 30 minutes","NPC1L1 inhibitor",1,-0.288659793814433,0.578055723860884,0.6175234931921,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4409,"SD","Males and females","European"
"937","Insulin disposition index","NPC1L1 inhibitor",1,-0.783505154639175,0.536082474226804,0.143867728481615,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5130,"SD","Males and females","European"
"938","Insulin disposition index","NPC1L1 inhibitor",1,-0.783505154639175,0.541895237245601,0.148216210699402,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,5130,"SD","Males and females","European"
"939","Insulin sensitivity index","NPC1L1 inhibitor",1,0.618556701030928,0.58069210945393,0.286782733156217,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD","Males and females","European"
"940","Insulin sensitivity index","NPC1L1 inhibitor",1,0.618556701030928,0.577319587628866,0.283976771750912,24699409,2014,"Prokopenko","MAGIC","Glycemic",NA,NA,4769,"SD","Males and females","European"
"941","Insulin-like growth factor 1","NPC1L1 inhibitor",1,-0.108334548041649,0.225962210669806,0.631628080031496,27329260,2016,NA,NA,"Growth hormone",NA,NA,30884,"SD","Males and females","European"
"942","Insulin-like growth factor 1","NPC1L1 inhibitor",1,-0.108334548041649,0.225696975086598,0.631227393032185,27329260,2016,NA,NA,"Growth hormone",NA,NA,30884,"SD","Males and females","European"
"943","Insulin-like growth factor binding protein 3","NPC1L1 inhibitor",1,0.256504038090722,0.274335869616495,0.349788299427761,27329260,2016,NA,NA,"Growth hormone",NA,NA,18995,"SD","Males and females","European"
"944","Insulin-like growth factor binding protein 3","NPC1L1 inhibitor",1,0.256504038090722,0.27555715984222,0.351928052704653,27329260,2016,NA,NA,"Growth hormone",NA,NA,18995,"SD","Males and females","European"
"945","Haemoglobin concentration","NPC1L1 inhibitor",1,-0.354639175257732,0.215372359929048,0.0996335604212278,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL","Males and females","Mixed"
"946","Haemoglobin concentration","NPC1L1 inhibitor",1,-0.354639175257732,0.212371134020619,0.0949385739924384,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL","Males and females","Mixed"
"947","Mean cell haemoglobin","NPC1L1 inhibitor",1,-0.670103092783505,0.360824742268041,0.0632908322333453,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg","Males and females","Mixed"
"948","Mean cell haemoglobin","NPC1L1 inhibitor",1,-0.670103092783505,0.367121149775109,0.0679570609706628,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg","Males and females","Mixed"
"949","Mean cell haemoglobin concentration","NPC1L1 inhibitor",1,-0.022680412371134,0.119587628865979,0.849579350391596,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL","Males and females","Mixed"
"950","Mean cell haemoglobin concentration","NPC1L1 inhibitor",1,-0.022680412371134,0.119609579874004,0.84960662660644,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL","Males and females","Mixed"
"951","Mean cell volume","NPC1L1 inhibitor",1,-2.30515463917526,0.954617542724633,0.015746378590009,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl","Males and females","Mixed"
"952","Mean cell volume","NPC1L1 inhibitor",1,-2.30515463917526,0.925773195876289,0.012775110047983,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl","Males and females","Mixed"
"953","Mean platelet volume","NPC1L1 inhibitor",1,-0.0247422680412371,0.0350515463917526,0.480261302753423,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl","Males and females","European"
"954","Mean platelet volume","NPC1L1 inhibitor",1,-0.0247422680412371,0.0351405688059902,0.481374158650605,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl","Males and females","European"
"955","Packed cell volume","NPC1L1 inhibitor",1,-0.550515463917526,0.62680412371134,0.379786646773077,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%","Males and females","Mixed"
"956","Packed cell volume","NPC1L1 inhibitor",1,-0.550515463917526,0.629266948491187,0.381654425797876,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%","Males and females","Mixed"
"957","Platelet count","NPC1L1 inhibitor",1,-1.0020618556701,14.6518961589685,0.945474167317717,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l","Males and females","European"
"958","Platelet count","NPC1L1 inhibitor",1,-1.0020618556701,14.6515463917526,0.945472867684825,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l","Males and females","European"
"959","Red blood cell count","NPC1L1 inhibitor",1,0.0144329896907216,0.0783640833388134,0.853873321678994,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L","Males and females","Mixed"
"960","Red blood cell count","NPC1L1 inhibitor",1,0.0144329896907216,0.0783505154639175,0.853848301985592,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L","Males and females","Mixed"
"961","Heart rate","NPC1L1 inhibitor",1,1.23711340206186,1.49278350515464,0.40725761253401,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute","Males and females","Mixed"
"962","Heart rate","NPC1L1 inhibitor",1,1.23711340206186,1.49800676638997,0.408895051743827,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute","Males and females","Mixed"
"963","Leptin","NPC1L1 inhibitor",1,-0.185567010309278,0.145542457435059,0.202308324963018,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml","Males and females","European"
"964","Leptin","NPC1L1 inhibitor",1,-0.185567010309278,0.144329896907216,0.198542793686662,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml","Males and females","European"
"965","Plasma cortisol","NPC1L1 inhibitor",1,0.563546391752577,0.38391542222127,0.142133551126252,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD","Males and females","European"
"966","Plasma cortisol","NPC1L1 inhibitor",1,0.563546391752577,0.379670103092783,0.137727913134415,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD","Males and females","European"
"967","Chronic kidney disease","NPC1L1 inhibitor",1,-0.597938144329897,0.45360824742268,0.187442790475691,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds","Males and females","Mixed"
"968","Chronic kidney disease","NPC1L1 inhibitor",1,-0.597938144329897,0.457613198992783,0.191333197657564,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds","Males and females","Mixed"
"969","Microalbuminuria","NPC1L1 inhibitor",1,0.45360824742268,0.723103192131406,0.530457514348011,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds","Males and females","European"
"970","Microalbuminuria","NPC1L1 inhibitor",1,0.45360824742268,0.721649484536083,0.529629670287596,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds","Males and females","European"
"971","Serum creatinine (eGFRcrea)","NPC1L1 inhibitor",1,0,0.0268041237113402,1,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²","Males and females","Mixed"
"972","Serum creatinine (eGFRcrea)","NPC1L1 inhibitor",1,0,0.0268041237113402,1,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²","Males and females","Mixed"
"973","Serum cystatin C (eGFRcys)","NPC1L1 inhibitor",1,0.00206185567010309,0.0659797102842443,0.975070289340373,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²","Males and females","Mixed"
"974","Serum cystatin C (eGFRcys)","NPC1L1 inhibitor",1,0.00206185567010309,0.065979381443299,0.975070165131246,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²","Males and females","Mixed"
"975","Urinary albumin-to-creatinine ratio","NPC1L1 inhibitor",1,-0.309278350515464,0.969072164948454,0.749613576677174,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g","Males and females","European"
"976","Urinary albumin-to-creatinine ratio","NPC1L1 inhibitor",1,-0.309278350515464,0.969575791678199,0.749739282153778,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g","Males and females","European"
"977","HDL cholesterol","NPC1L1 inhibitor",1,0.101030927835052,0.0927835051546392,0.276202886617978,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187167,"SD (mg/dL)","Males and females","Mixed"
"978","HDL cholesterol","NPC1L1 inhibitor",1,0.101030927835052,0.0933432737172629,0.279093060680211,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187167,"SD (mg/dL)","Males and females","Mixed"
"979","LDL cholesterol","NPC1L1 inhibitor",1,-1,0.101030927835052,4.24856030820427e-23,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,173082,"SD (mg/dL)","Males and females","Mixed"
"980","LDL cholesterol","NPC1L1 inhibitor",1,-1,0.142879308363467,2.5795402219194e-12,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,173082,"SD (mg/dL)","Males and females","Mixed"
"981","Total cholesterol","NPC1L1 inhibitor",1,-0.94020618556701,0.135698527385891,4.24906855385126e-12,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187365,"SD (mg/dL)","Males and females","Mixed"
"982","Total cholesterol","NPC1L1 inhibitor",1,-0.94020618556701,0.0969072164948454,2.95275858241544e-22,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,187365,"SD (mg/dL)","Males and females","Mixed"
"983","Triglycerides","NPC1L1 inhibitor",1,-0.305154639175258,0.0958170655908811,0.00144872633806647,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,177861,"SD (mg/dL)","Males and females","Mixed"
"984","Triglycerides","NPC1L1 inhibitor",1,-0.305154639175258,0.0907216494845361,0.000769228240299476,24097068,2013,"Willer CJ","GLGC","Lipid",NA,NA,177861,"SD (mg/dL)","Males and females","Mixed"
"985","FEV1/FVC","NPC1L1 inhibitor",1,-0.177319587628866,0.216494845360825,0.412759245541654,21946350,2011,"Soler Artigas M","SpiroMetaplusCHARGE","Lung function",NA,NA,48201,"SD","Males and females","European"
"986","FEV1/FVC","NPC1L1 inhibitor",1,-0.177319587628866,0.217234796434315,0.414352729541987,21946350,2011,"Soler Artigas M","SpiroMetaplusCHARGE","Lung function",NA,NA,48201,"SD","Males and females","European"
"987","Copper","NPC1L1 inhibitor",1,-1.17525773195876,0.894513537694387,0.188896266017306,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"988","Copper","NPC1L1 inhibitor",1,-1.17525773195876,0.88659793814433,0.184978392077357,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
"989","Selenium","NPC1L1 inhibitor",1,0.515463917525773,0.970470482759323,0.595315894426079,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD","Males and females","European"
