"","outcome","exposure","method","nsnp","b","se","pval","Q","Q_df","Q_pval","egger_intercept","egger_intercept_se","egger_intercept_pval","pmid","year","author","consortium","subcategory","ncase","ncontrol","sample_size","unit","sd","sex","population"
"758","Haemoglobin concentration","LDL cholesterol","MR Egger",47,0.0404913360555432,0.0449055384232682,0.372017135403772,175.791459471606,45,2.31943561055345e-17,0.00113178190754636,0.00270494849030279,0.677636370122675,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL",1.276364658,"Males and females","Mixed"
"759","Haemoglobin concentration","LDL cholesterol","Weighted median",47,0.0308101233866678,0.0207879239735667,0.13830932137542,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,71861,"g/dL",1.276364658,"Males and females","Mixed"
"760","Mean cell haemoglobin","LDL cholesterol","Inverse variance weighted",47,0.00937795148294298,0.0393619185081568,0.811687703438025,288.139209343641,46,8.72021535130825e-37,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg",1.987577737,"Males and females","Mixed"
"761","Mean cell haemoglobin","LDL cholesterol","MR Egger",47,0.0239955784899313,0.0658172804455457,0.717133651867679,294.034760187426,45,2.75794161090152e-38,0.00110418805012633,0.00396186644797533,0.781748776585997,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg",1.987577737,"Males and females","Mixed"
"762","Mean cell haemoglobin","LDL cholesterol","Weighted median",47,0.0120766388395477,0.0221223587639226,0.585133336272206,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,64731,"pg",1.987577737,"Males and females","Mixed"
"763","Mean cell haemoglobin concentration","LDL cholesterol","Inverse variance weighted",47,1.32306537954635e-05,0.0108564986058948,0.999027630163015,52.3429712839056,46,0.241355001033663,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL",1.013212303,"Males and females","Mixed"
"764","Mean cell haemoglobin concentration","LDL cholesterol","MR Egger",47,0.020727886932757,0.0173368287376256,0.238115790749194,50.8963264735818,45,0.252738700800788,0.00163682669327254,0.0010775420350224,0.135748384243537,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL",1.013212303,"Males and females","Mixed"
"765","Mean cell haemoglobin concentration","LDL cholesterol","Weighted median",47,0.00692303748694731,0.0144126104734836,0.630981498586425,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,67852,"g/dL",1.013212303,"Males and females","Mixed"
"766","Mean cell volume","LDL cholesterol","Inverse variance weighted",47,0.0167352168285907,0.0355704392191789,0.638011385288753,246.251652104036,46,3.53690511075013e-29,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl",5.193532933,"Males and females","Mixed"
"767","Mean cell volume","LDL cholesterol","MR Egger",47,0.0208865166411864,0.0595087100212136,0.727239387297287,251.681038026512,45,1.57666574389022e-30,0.000312990893984158,0.00357485713355996,0.930620100605761,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl",5.193532933,"Males and females","Mixed"
"768","Mean cell volume","LDL cholesterol","Weighted median",47,0.0275300645446496,0.0226195731895194,0.223569836914239,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,69335,"fl",5.193532933,"Males and females","Mixed"
"769","Mean platelet volume","LDL cholesterol","Inverse variance weighted",47,0.0154596602928366,0.0371108411732105,0.676985126652084,70.8776204606026,46,0.0106963364204846,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl",0.109,"Males and females","European"
"770","Mean platelet volume","LDL cholesterol","MR Egger",47,0.0392695860391428,0.06211766162603,0.53046783391688,72.0832230136708,45,0.00634326503861063,0.00183636364233733,0.00382373999516493,0.633373740071334,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl",0.109,"Males and females","European"
"771","Mean platelet volume","LDL cholesterol","Weighted median",47,0.0257734486364827,0.0433516197344601,0.552163695955879,NA,NA,NA,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"log fl",0.109,"Males and females","European"
"772","Packed cell volume","LDL cholesterol","Inverse variance weighted",47,0.021601307018056,0.0146072718261454,0.139192431730021,108.063262237514,46,6.61480249807927e-07,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%",5.9,"Males and females","Mixed"
"773","Packed cell volume","LDL cholesterol","MR Egger",47,0.018816268428385,0.0245548515554901,0.447501902313435,110.415225216329,45,2.02454528647923e-07,-0.000207646088011496,0.00146278411492348,0.887751041934709,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%",5.9,"Males and females","Mixed"
"774","Packed cell volume","LDL cholesterol","Weighted median",47,0.0206661101358497,0.0140852453457373,0.142317058617085,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,63511,"%",5.9,"Males and females","Mixed"
"775","Platelet count","LDL cholesterol","Inverse variance weighted",47,0.0186423605326833,0.0460178034753032,0.685395247945507,238.236713703681,46,9.46258216090785e-28,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l",59.934,"Males and females","European"
"776","Platelet count","LDL cholesterol","MR Egger",47,-0.00115701512730697,0.0759352471084721,0.987910566190258,242.944064309813,45,5.8641564158254e-29,-0.00154871061860101,0.00469756324333883,0.743168651388136,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l",59.934,"Males and females","European"
"777","Platelet count","LDL cholesterol","Weighted median",47,0.0124672245239667,0.0346758895156125,0.719194282911206,NA,NA,NA,NA,NA,NA,22139419,2011,"Gieger C","HaemGen","Haemotological",NA,NA,66867,"1x10^9/l",59.934,"Males and females","European"
"778","Red blood cell count","LDL cholesterol","Inverse variance weighted",47,0.00765609014138895,0.0228061006014029,0.737094388581579,117.805874944058,46,3.21855012403644e-08,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L",0.48,"Males and females","Mixed"
"779","Red blood cell count","LDL cholesterol","MR Egger",47,0.00410116311354574,0.0382123221914253,0.915007701922767,120.387377497402,45,8.46492047900336e-09,-0.000267920187720138,0.00229670119426063,0.907653041994241,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L",0.48,"Males and females","Mixed"
"780","Red blood cell count","LDL cholesterol","Weighted median",47,0.0185181260174179,0.0208552474198045,0.374575151611731,NA,NA,NA,NA,NA,NA,23222517,2012,"van der Harst P","HaemGen","Haemotological",NA,NA,66214,"10^12/L",0.48,"Males and females","Mixed"
"781","Heart rate","LDL cholesterol","Inverse variance weighted",51,0.17042515915003,0.194026066192793,0.379747199835567,83.311226815301,50,0.00216219491334258,NA,NA,NA,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute",NA,"Males and females","Mixed"
"782","Heart rate","LDL cholesterol","MR Egger",51,0.0829003823872606,0.324338985482605,0.799331206714976,84.8131701477129,49,0.00113515801774232,-0.00659985703561718,0.0194994492189559,0.736459775360218,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute",NA,"Males and females","Mixed"
"783","Heart rate","LDL cholesterol","Weighted median",51,-0.195167681198776,0.228676914165654,0.393401637680942,NA,NA,NA,NA,NA,NA,23583979,2013,"den Hoed M","HRgene consortium","Hemodynamic",NA,NA,92355,"beats per minute",NA,"Males and females","Mixed"
"784","Leptin","LDL cholesterol","Inverse variance weighted",47,0.0105348502507501,0.0154949299811052,0.496574019716345,51.1906866804936,46,0.277259713916828,NA,NA,NA,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml",NA,"Males and females","European"
"785","Leptin","LDL cholesterol","MR Egger",47,-0.00498738879512497,0.0251336385952454,0.843598668824211,51.6188640795316,45,0.230964704282344,-0.00123074827648778,0.00156503344993942,0.435752797162534,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml",NA,"Males and females","European"
"786","Leptin","LDL cholesterol","Weighted median",47,-0.00316275098063755,0.0219103870995322,0.88522458022889,NA,NA,NA,NA,NA,NA,26833098,2016,"Kilpeläinen",NA,"Hormone",NA,NA,32161,"log ng/ml",NA,"Males and females","European"
"787","Plasma cortisol","LDL cholesterol","Inverse variance weighted",51,-0.016605450668283,0.0362932127587958,0.647285847095319,42.9920049743638,50,0.748242460490122,NA,NA,NA,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD",NA,"Males and females","European"
"788","Plasma cortisol","LDL cholesterol","MR Egger",51,-0.0257932483087488,0.0595513887683362,0.666823999279466,43.8315242061989,49,0.682126448339568,-0.000701188487147345,0.00360325509890246,0.846511772046509,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD",NA,"Males and females","European"
"789","Plasma cortisol","LDL cholesterol","Weighted median",51,-0.0222224147963832,0.052070952464293,0.669545538617068,NA,NA,NA,NA,NA,NA,25010111,2014,"Bolton JL","CORNET","Hormone",NA,NA,12597,"SD",NA,"Males and females","European"
"790","Oligoclonal band status","LDL cholesterol","Inverse variance weighted",14,-0.97794193551048,0.591721065097645,0.0983903751612994,11.2272300744343,13,0.591788295233178,NA,NA,NA,25616667,2015,"Goris A",NA,"Immune system",363,2663,3026,"log odds",NA,"Males and females","European"
"791","Oligoclonal band status","LDL cholesterol","MR Egger",14,-0.98504605935127,1.76146746622365,0.586297918230001,12.1628139650994,12,0.432694073703428,-0.000319839637118673,0.0746312816075895,0.99665101971809,25616667,2015,"Goris A",NA,"Immune system",363,2663,3026,"log odds",NA,"Males and females","European"
"792","Oligoclonal band status","LDL cholesterol","Weighted median",14,-0.863512634802165,0.858592842255742,0.314545436780267,NA,NA,NA,NA,NA,NA,25616667,2015,"Goris A",NA,"Immune system",363,2663,3026,"log odds",NA,"Males and females","European"
"793","Chronic kidney disease","LDL cholesterol","Inverse variance weighted",50,0.0387304339740132,0.0454523040685122,0.394152173449013,53.8598722319427,49,0.293757521426991,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds",NA,"Males and females","Mixed"
"794","Chronic kidney disease","LDL cholesterol","MR Egger",50,0.0905597165480817,0.0745737929951732,0.230549532867276,54.1131300714728,48,0.252495613230146,0.00400714954776019,0.0045645781515409,0.384382262406884,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds",NA,"Males and females","Mixed"
"795","Chronic kidney disease","LDL cholesterol","Weighted median",50,0.00903055625069357,0.0648438205415524,0.889239752107063,NA,NA,NA,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",12385,104780,117165,"log odds",NA,"Males and females","Mixed"
"796","IgA nephropathy","LDL cholesterol","Inverse variance weighted",27,-0.450247027531891,0.609587696406279,0.460144389159284,41.4475626876068,26,0.0279622300076158,NA,NA,NA,20595679,2010,"Feehally J",NA,"Kidney",977,4980,5957,"log odds",NA,"Males and females","European"
"797","IgA nephropathy","LDL cholesterol","MR Egger",27,-0.94706077457935,1.76930000673111,0.597190038731743,42.9510025841176,25,0.0141709724495157,-0.0206973239052509,0.069027025452111,0.766775273285514,20595679,2010,"Feehally J",NA,"Kidney",977,4980,5957,"log odds",NA,"Males and females","European"
"798","IgA nephropathy","LDL cholesterol","Weighted median",27,0.0940991320476891,0.754952827171707,0.900806660003273,NA,NA,NA,NA,NA,NA,20595679,2010,"Feehally J",NA,"Kidney",977,4980,5957,"log odds",NA,"Males and females","European"
"799","Microalbuminuria","LDL cholesterol","Inverse variance weighted",51,-0.00245481703067021,0.0724830065344772,0.972982822682354,70.121960352612,50,0.0316732212699825,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds",NA,"Males and females","European"
"800","Microalbuminuria","LDL cholesterol","MR Egger",51,0.233544052008874,0.113524139950634,0.0450077509909576,62.8241386604221,49,0.0886373027805409,0.017966095832724,0.00688556574550015,0.0120000709019749,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds",NA,"Males and females","European"
"801","Microalbuminuria","LDL cholesterol","Weighted median",51,0.143778533328009,0.0923280392792213,0.119409357114625,NA,NA,NA,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,54116,"log odds",NA,"Males and females","European"
"802","Serum creatinine (eGFRcrea)","LDL cholesterol","Inverse variance weighted",50,-0.0268645003110879,0.0178876161815493,0.133136083799673,137.695336830665,49,2.32589355381474e-10,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²",0.24,"Males and females","Mixed"
"803","Serum creatinine (eGFRcrea)","LDL cholesterol","MR Egger",50,-0.0266881322179169,0.0295594233916789,0.371106910787892,140.563823192847,48,5.12643032598717e-11,1.36597626167995e-05,0.00181162059803033,0.994015195394812,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²",0.24,"Males and females","Mixed"
"804","Serum creatinine (eGFRcrea)","LDL cholesterol","Weighted median",50,-0.0427030949280173,0.0181354114390441,0.0185386507535297,NA,NA,NA,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,118460,"log ml/min/1.73 m^²",0.24,"Males and females","Mixed"
"805","Serum cystatin C (eGFRcys)","LDL cholesterol","Inverse variance weighted",50,0.00355382581252789,0.03285115689949,0.913853207512283,95.4752682994476,49,7.94593754103553e-05,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²",0.23,"Males and females","Mixed"
"806","Serum cystatin C (eGFRcys)","LDL cholesterol","MR Egger",50,-0.0282527262632987,0.054176300255718,0.604419289033365,96.3640243075409,48,4.33329494669826e-05,-0.00245871531839888,0.00332113975878908,0.462710204851988,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²",0.23,"Males and females","Mixed"
"807","Serum cystatin C (eGFRcys)","LDL cholesterol","Weighted median",50,0.013318135704615,0.0417844204278915,0.749927862595111,NA,NA,NA,NA,NA,NA,26831199,2015,"Pattaro","CKDGen","Kidney",NA,NA,33152,"log ml/min/1.73 m^²",0.23,"Males and females","Mixed"
"808","Urinary albumin-to-creatinine ratio","LDL cholesterol","Inverse variance weighted",50,-0.129211506614708,0.0862858798286631,0.134268022241695,46.3377931351124,49,0.58169714479019,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g",0.96,"Males and females","European"
"809","Urinary albumin-to-creatinine ratio","LDL cholesterol","MR Egger",50,-0.0647046432220866,0.143804008186055,0.654771892990126,46.9887442536821,48,0.514245893133222,0.00486176473500394,0.00867040039020763,0.577588958591821,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g",0.96,"Males and females","European"
"810","Urinary albumin-to-creatinine ratio","LDL cholesterol","Weighted median",50,-0.0725031437994126,0.137979511827814,0.599261289506425,NA,NA,NA,NA,NA,NA,26631737,2015,"Teumer","CKDGen","Kidney",NA,NA,5825,"log mg/g",0.96,"Males and females","European"
"811","Percent emphysema","LDL cholesterol","Inverse variance weighted",46,0.0209144907798358,0.0464110479411712,0.652251888284717,54.3145391978336,45,0.160972843181383,NA,NA,NA,24383474,2014,"Manichaikul A","MESA","Lung disease",NA,NA,7667,"log (% emphysema + 1)",0.708,"Males and females","Mixed"
"812","Percent emphysema","LDL cholesterol","MR Egger",46,-0.0118742321050171,0.0766740609969347,0.877634918165628,55.1835966313148,44,0.120262651820502,-0.00267216553713675,0.00495084349058218,0.59209799597219,24383474,2014,"Manichaikul A","MESA","Lung disease",NA,NA,7667,"log (% emphysema + 1)",0.708,"Males and females","Mixed"
"813","Percent emphysema","LDL cholesterol","Weighted median",46,0.00116649130874904,0.0630474097311977,0.985238532213641,NA,NA,NA,NA,NA,NA,24383474,2014,"Manichaikul A","MESA","Lung disease",NA,NA,7667,"log (% emphysema + 1)",0.708,"Males and females","Mixed"
"814","Copper","LDL cholesterol","Inverse variance weighted",47,0.0176340281824337,0.0883152203331756,0.841737542992556,58.4318937298191,46,0.103290941496543,NA,NA,NA,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"815","Copper","LDL cholesterol","MR Egger",47,0.264192893667554,0.136193305915759,0.0586825704140711,53.4116353429584,45,0.182449183605097,0.019626672393979,0.00850634401229043,0.0256942736175165,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"816","Copper","LDL cholesterol","Weighted median",47,0.0189594925241506,0.125324990336977,0.879752781016897,NA,NA,NA,NA,NA,NA,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"817","Ferritin","LDL cholesterol","Inverse variance weighted",43,0.0757174308467121,0.0642642388250172,0.238708791071024,192.312794276585,42,4.10270222998538e-21,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"818","Ferritin","LDL cholesterol","MR Egger",43,0.0697660648400629,0.109777455287288,0.528618990662051,196.981592363173,41,2.87617210304443e-22,-0.000434454138684391,0.00645589754898095,0.946673409609415,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"819","Ferritin","LDL cholesterol","Weighted median",43,0.0487913612536172,0.0425403990124614,0.251405680905842,NA,NA,NA,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"820","Iron","LDL cholesterol","Inverse variance weighted",46,0.10444135806235,0.0921040308385686,0.256815557076655,390.690847577217,45,1.22483402765563e-56,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"821","Iron","LDL cholesterol","MR Egger",46,0.124523803561606,0.159397068213938,0.438857809061277,399.351470131087,44,8.47998225393204e-59,0.00143683923888292,0.00925593527200482,0.877346515611327,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"822","Iron","LDL cholesterol","Weighted median",46,0.0412741316266677,0.0495341578902227,0.404706087410658,NA,NA,NA,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"823","Selenium","LDL cholesterol","Inverse variance weighted",47,0.0816970658058822,0.0838428180468095,0.329854276165527,43.1835348474232,46,0.59092204815156,NA,NA,NA,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"824","Selenium","LDL cholesterol","MR Egger",47,0.182937831108954,0.134883399284389,0.181780786135856,43.2250596581321,45,0.547375831080337,0.00810251469069444,0.00845614915105053,0.343091838060605,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"825","Selenium","LDL cholesterol","Weighted median",47,0.129858782786069,0.125209725007469,0.299675198562915,NA,NA,NA,NA,NA,NA,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"826","Transferrin","LDL cholesterol","Inverse variance weighted",46,-0.104035520637048,0.135227244493479,0.441692408538169,794.651027851672,45,9.38376487956282e-138,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"827","Transferrin","LDL cholesterol","MR Egger",46,-0.0508196947279229,0.234284900240962,0.829277961305252,811.269698345473,44,8.32808584782997e-142,0.00379796874672619,0.0135827679343947,0.781081867582612,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"828","Transferrin","LDL cholesterol","Weighted median",46,5.26291545993379e-05,0.0485227861874296,0.999134592529222,NA,NA,NA,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"829","Transferrin Saturation","LDL cholesterol","Inverse variance weighted",46,0.138783425986106,0.136203858993984,0.308231919691451,848.795039538772,45,6.74602849422109e-149,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"830","Transferrin Saturation","LDL cholesterol","MR Egger",46,0.124083681356574,0.235737740751539,0.601279269914335,867.969377735573,44,1.67089939517178e-153,-0.00105290852767412,0.0137035014886871,0.939103133400193,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"831","Transferrin Saturation","LDL cholesterol","Weighted median",46,0.0554134775705516,0.0462282211183338,0.230647067335441,NA,NA,NA,NA,NA,NA,25352340,2014,"Benyamin","GIS","Metal",NA,NA,23986,"SD",NA,"Males and females","European"
"832","Zinc","LDL cholesterol","Inverse variance weighted",47,-0.0046171751949324,0.0750254340671821,0.950927991929192,40.3164025068163,46,0.708349555422414,NA,NA,NA,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"833","Zinc","LDL cholesterol","MR Egger",47,0.0943765201203265,0.121023971043633,0.439581140489263,40.1256329271188,45,0.678182931694014,0.00789819703194767,0.00757661468139771,0.302774054251401,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"834","Zinc","LDL cholesterol","Weighted median",47,0.0940080965262364,0.115523023397928,0.415782052388532,NA,NA,NA,NA,NA,NA,23720494,2013,"Evans",NA,"Metal",NA,NA,2603,"SD",NA,"Males and females","European"
"835","Urate","LDL cholesterol","Inverse variance weighted",47,0.0386878264505571,0.0665085428831996,0.560770725957705,52.2108108023022,46,0.245314830103783,NA,NA,NA,25811787,2015,"Huffman JE","GUGC","Other",NA,NA,7189,"SD (mg/dL)",1.33,"Females","European"
"836","Urate","LDL cholesterol","MR Egger",47,-0.175553826978094,0.101082085290086,0.0892740222455033,45.9583926584066,45,0.432293449955886,-0.0171129197368601,0.00635204080426484,0.00988488324128967,25811787,2015,"Huffman JE","GUGC","Other",NA,NA,7189,"SD (mg/dL)",1.33,"Females","European"
"837","Urate","LDL cholesterol","Weighted median",47,0.00782109434153183,0.0913483553089842,0.931769820538733,NA,NA,NA,NA,NA,NA,25811787,2015,"Huffman JE","GUGC","Other",NA,NA,7189,"SD (mg/dL)",1.33,"Females","European"
"838","Neo-agreeableness","LDL cholesterol","Inverse variance weighted",47,0.000322019088057569,0.0353704538213807,0.992736013210138,53.1571597159645,46,0.217878629366205,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",5.36,"Males and females","European"
"839","Neo-agreeableness","LDL cholesterol","MR Egger",47,0.0354573115560124,0.0567617511308313,0.535342900113942,53.5886353873638,45,0.178084679108642,0.00286329531016584,0.00360848659237041,0.431657073093695,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",5.36,"Males and females","European"
"840","Neo-agreeableness","LDL cholesterol","Weighted median",47,0.0604564673580276,0.0502990016366379,0.229386118019313,NA,NA,NA,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",5.36,"Males and females","European"
"841","Neo-conscientiousness","LDL cholesterol","Inverse variance weighted",47,0.0197015436911677,0.0336925080723881,0.558718830769653,38.3019691878698,46,0.782805791605769,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",6.24,"Males and females","European"
"842","Neo-conscientiousness","LDL cholesterol","MR Egger",47,0.0104023077906622,0.0538339213739713,0.847648669616258,39.1040710809522,45,0.718965042122964,-0.00075866146401819,0.00342543188999969,0.825721419095291,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",6.24,"Males and females","European"
"843","Neo-conscientiousness","LDL cholesterol","Weighted median",47,0.00873610720259919,0.0505628237308936,0.862826495611678,NA,NA,NA,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",6.24,"Males and females","European"
"844","Neo-extraversion","LDL cholesterol","Inverse variance weighted",47,0.0567102367553485,0.0345708510667581,0.100920747142436,48.0504884783258,46,0.389737040277214,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",6.49,"Males and females","European"
"845","Neo-extraversion","LDL cholesterol","MR Egger",47,0.0899453321069883,0.0554993361893147,0.112078804174858,48.4833230501134,45,0.334321059640387,0.00270614855941863,0.00352509166152112,0.446685910385931,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",6.49,"Males and females","European"
"846","Neo-extraversion","LDL cholesterol","Weighted median",47,0.0531383803172352,0.0505441669886624,0.293109040365949,NA,NA,NA,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",6.49,"Males and females","European"
"847","Neo-neuroticism","LDL cholesterol","Inverse variance weighted",47,0.00456117674035099,0.0329617666300127,0.889941841488083,41.1480958395232,46,0.675304231677187,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",8.2,"Males and females","European"
"848","Neo-neuroticism","LDL cholesterol","MR Egger",47,0.0447654928571041,0.0526854867873427,0.400004301813625,41.1056496777917,45,0.637623576176706,0.00327514532928908,0.00334818181278188,0.333211924357221,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",8.2,"Males and females","European"
"849","Neo-neuroticism","LDL cholesterol","Weighted median",47,0.0187676367708298,0.0488907534823149,0.70107566321385,NA,NA,NA,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",8.2,"Males and females","European"
"850","Neo-openness to experience","LDL cholesterol","Inverse variance weighted",47,0.052935880966084,0.0384295289128925,0.168364107295162,58.2850424114407,46,0.105658658757387,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",5.92,"Males and females","European"
"851","Neo-openness to experience","LDL cholesterol","MR Egger",47,0.0997105108063634,0.061439633438278,0.111596236170318,58.3450310086175,45,0.087486998371671,0.0038182187254498,0.00391184614525193,0.334250074759593,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",5.92,"Males and females","European"
"852","Neo-openness to experience","LDL cholesterol","Weighted median",47,-0.0237894812366587,0.0529465434087276,0.653207093884881,NA,NA,NA,NA,NA,NA,21173776,2012,"de Moor MH","GPC","Personality",NA,NA,17375,"arbitrary score",5.92,"Males and females","European"
"853","Neuroticism","LDL cholesterol","Inverse variance weighted",51,-0.00358343229183299,0.0103008049118714,0.727931160517963,55.8047391741416,50,0.265812147819672,NA,NA,NA,27089181,2016,"Okbay","SSGAC","Personality",NA,NA,170911,"SD",NA,"Males and females","European"
"854","Neuroticism","LDL cholesterol","MR Egger",51,-0.0125586557913187,0.0164487668554058,0.448825107664672,56.3762987626838,49,0.218488455003083,-0.000727691309001081,0.0010363016705851,0.485876686701619,27089181,2016,"Okbay","SSGAC","Personality",NA,NA,170911,"SD",NA,"Males and females","European"
"855","Neuroticism","LDL cholesterol","Weighted median",51,0.00137298222301523,0.0145296930970063,0.924716015664672,NA,NA,NA,NA,NA,NA,27089181,2016,"Okbay","SSGAC","Personality",NA,NA,170911,"SD",NA,"Males and females","European"
"856","Adiponectin","LDL cholesterol","Inverse variance weighted",52,-0.0324814344327298,0.021947316059731,0.138880461536074,44.4247719978614,51,0.730567402182287,NA,NA,NA,22479202,2012,"Dastani Z","ADIPOGen","Protein",NA,NA,39883,"ln(mg/dL)",0.57,"Males and females","Mixed"
